stim1,stim2,RT,correct,condition,Association,TaskType
trapeze,,595,1,single,you,RG_incongruent
trapeze,,530,1,single,you,RG_incongruent
kite,square,524,1,pair,friendhappy,RG_incongruent
kite,,598,1,single,happy,RG_incongruent
square,,501,1,single,friend,RG_incongruent
kite,,407,1,single,happy,RG_incongruent
pentagon,trapeze,381,1,pair,youneutral,RG_incongruent
square,,813,0,single,friend,RG_incongruent
square,,643,0,single,friend,RG_incongruent
kite,,488,0,single,happy,RG_incongruent
kite,,555,1,single,happy,RG_incongruent
square,,588,1,single,friend,RG_incongruent
pentagon,,635,1,single,neutral,RG_incongruent
square,kite,768,1,pair,friendhappy,RG_incongruent
trapeze,pentagon,559,1,pair,youneutral,RG_incongruent
square,kite,744,1,pair,friendhappy,RG_incongruent
kite,square,617,0,pair,friendhappy,RG_incongruent
pentagon,trapeze,566,1,pair,youneutral,RG_incongruent
pentagon,,1373,1,single,neutral,RG_incongruent
kite,,637,0,single,happy,RG_incongruent
pentagon,,633,0,single,neutral,RG_incongruent
trapeze,pentagon,447,1,pair,youneutral,RG_incongruent
pentagon,,868,1,single,neutral,RG_incongruent
kite,,487,1,single,happy,RG_incongruent
square,,523,1,single,friend,RG_incongruent
kite,,453,1,single,happy,RG_incongruent
kite,square,761,1,pair,friendhappy,RG_incongruent
trapeze,,585,1,single,you,RG_incongruent
trapeze,pentagon,464,1,pair,youneutral,RG_incongruent
trapeze,,491,1,single,you,RG_incongruent
square,kite,559,1,pair,friendhappy,RG_incongruent
pentagon,,608,0,single,neutral,RG_incongruent
square,,1150,1,single,friend,RG_incongruent
pentagon,,854,1,single,neutral,RG_incongruent
pentagon,trapeze,706,1,pair,youneutral,RG_incongruent
square,,588,1,single,friend,RG_incongruent
kite,,412,1,single,happy,RG_incongruent
kite,,562,1,single,happy,RG_incongruent
trapeze,,395,0,single,you,RG_incongruent
trapeze,pentagon,418,1,pair,youneutral,RG_incongruent
square,kite,592,1,pair,friendhappy,RG_incongruent
trapeze,,895,1,single,you,RG_incongruent
trapeze,,577,1,single,you,RG_incongruent
trapeze,,465,1,single,you,RG_incongruent
kite,square,597,1,pair,friendhappy,RG_incongruent
trapeze,,685,1,single,you,RG_incongruent
trapeze,,432,1,single,you,RG_incongruent
pentagon,,589,0,single,neutral,RG_incongruent
trapeze,pentagon,660,1,pair,youneutral,RG_incongruent
octagon,,672,1,single,neutral,RG_congruent
diamond,,996,1,single,happy,RG_congruent
diamond,,603,1,single,happy,RG_congruent
diamond,triangle,537,1,pair,youhappy,RG_congruent
rhomboid,,602,1,single,friend,RG_congruent
diamond,triangle,480,1,pair,youhappy,RG_congruent
diamond,triangle,468,1,pair,youhappy,RG_congruent
octagon,,560,1,single,neutral,RG_congruent
octagon,,457,1,single,neutral,RG_congruent
rhomboid,,845,1,single,friend,RG_congruent
rhomboid,,610,1,single,friend,RG_congruent
rhomboid,,689,1,single,friend,RG_congruent
triangle,,539,1,single,you,RG_congruent
rhomboid,octagon,581,1,pair,friendneutral,RG_congruent
octagon,,596,1,single,neutral,RG_congruent
diamond,,611,1,single,happy,RG_congruent
octagon,,882,1,single,neutral,RG_congruent
diamond,,661,1,single,happy,RG_congruent
diamond,,505,1,single,happy,RG_congruent
rhomboid,octagon,508,1,pair,friendneutral,RG_congruent
triangle,diamond,446,1,pair,youhappy,RG_congruent
diamond,triangle,507,1,pair,youhappy,RG_congruent
octagon,,494,1,single,neutral,RG_congruent
octagon,rhomboid,473,1,pair,friendneutral,RG_congruent
triangle,,1077,1,single,you,RG_congruent
triangle,diamond,544,1,pair,youhappy,RG_congruent
triangle,,425,1,single,you,RG_congruent
triangle,,767,1,single,you,RG_congruent
triangle,,855,1,single,you,RG_congruent
octagon,rhomboid,579,1,pair,friendneutral,RG_congruent
rhomboid,,403,1,single,friend,RG_congruent
diamond,,561,1,single,happy,RG_congruent
diamond,,762,1,single,happy,RG_congruent
octagon,,546,1,single,neutral,RG_congruent
triangle,,491,1,single,you,RG_congruent
rhomboid,,806,1,single,friend,RG_congruent
triangle,,421,1,single,you,RG_congruent
triangle,,522,1,single,you,RG_congruent
octagon,rhomboid,580,1,pair,friendneutral,RG_congruent
rhomboid,octagon,604,0,pair,friendneutral,RG_congruent
rhomboid,,466,0,single,friend,RG_congruent
rhomboid,,798,1,single,friend,RG_congruent
diamond,,572,1,single,happy,RG_congruent
diamond,,652,1,single,happy,RG_congruent
triangle,,569,1,single,you,RG_congruent
rhomboid,,496,1,single,friend,RG_congruent
triangle,diamond,596,1,pair,youhappy,RG_congruent
octagon,,835,1,single,neutral,RG_congruent
rhomboid,,719,1,single,friend,RG_congruent
triangle,,465,1,single,you,RG_congruent
diamond,,637,1,single,happy,RG_congruent
triangle,diamond,552,1,pair,youhappy,RG_congruent
rhomboid,octagon,442,1,pair,friendneutral,RG_congruent
rhomboid,octagon,368,1,pair,friendneutral,RG_congruent
octagon,,552,1,single,neutral,RG_congruent
diamond,triangle,480,1,pair,youhappy,RG_congruent
octagon,rhomboid,564,1,pair,friendneutral,RG_congruent
triangle,diamond,476,1,pair,youhappy,RG_congruent
octagon,rhomboid,616,1,pair,friendneutral,RG_congruent
octagon,,517,1,single,neutral,RG_congruent
diamond,triangle,575,1,pair,youhappy,RG_congruent
diamond,,541,1,single,happy,RG_congruent
octagon,,488,1,single,neutral,RG_congruent
diamond,,395,0,single,happy,RG_congruent
diamond,triangle,650,1,pair,youhappy,RG_congruent
rhomboid,octagon,486,1,pair,friendneutral,RG_congruent
diamond,triangle,522,1,pair,youhappy,RG_congruent
diamond,,675,1,single,happy,RG_congruent
octagon,rhomboid,511,1,pair,friendneutral,RG_congruent
octagon,rhomboid,570,1,pair,friendneutral,RG_congruent
triangle,diamond,609,1,pair,youhappy,RG_congruent
octagon,,712,1,single,neutral,RG_congruent
rhomboid,,330,1,single,friend,RG_congruent
diamond,,524,1,single,happy,RG_congruent
octagon,,590,1,single,neutral,RG_congruent
diamond,triangle,517,1,pair,youhappy,RG_congruent
octagon,,767,1,single,neutral,RG_congruent
octagon,,478,1,single,neutral,RG_congruent
rhomboid,octagon,698,1,pair,friendneutral,RG_congruent
octagon,,532,1,single,neutral,RG_congruent
diamond,,678,1,single,happy,RG_congruent
triangle,diamond,649,1,pair,youhappy,RG_congruent
octagon,,686,1,single,neutral,RG_congruent
triangle,,529,1,single,you,RG_congruent
octagon,,1051,1,single,neutral,RG_congruent
rhomboid,,662,1,single,friend,RG_congruent
triangle,,827,1,single,you,RG_congruent
rhomboid,,568,1,single,friend,RG_congruent
triangle,,1056,1,single,you,RG_congruent
rhomboid,,380,1,single,friend,RG_congruent
triangle,diamond,516,1,pair,youhappy,RG_congruent
rhomboid,,510,1,single,friend,RG_congruent
octagon,rhomboid,440,1,pair,friendneutral,RG_congruent
octagon,,590,0,single,neutral,RG_congruent
diamond,,741,1,single,happy,RG_congruent
rhomboid,,550,1,single,friend,RG_congruent
triangle,diamond,702,1,pair,youhappy,RG_congruent
rhomboid,,560,1,single,friend,RG_congruent
diamond,triangle,512,1,pair,youhappy,RG_congruent
diamond,,1116,1,single,happy,RG_congruent
rhomboid,,557,1,single,friend,RG_congruent
triangle,diamond,749,1,pair,youhappy,RG_congruent
triangle,,733,1,single,you,RG_congruent
triangle,,606,1,single,you,RG_congruent
rhomboid,octagon,485,1,pair,friendneutral,RG_congruent
triangle,,584,1,single,you,RG_congruent
diamond,,607,1,single,happy,RG_congruent
triangle,,589,1,single,you,RG_congruent
rhomboid,octagon,476,1,pair,friendneutral,RG_congruent
diamond,,622,1,single,happy,RG_congruent
rhomboid,,598,1,single,friend,RG_congruent
rhomboid,octagon,1164,1,pair,friendneutral,RG_congruent
triangle,,532,1,single,you,RG_congruent
octagon,rhomboid,758,1,pair,friendneutral,RG_congruent
triangle,,541,1,single,you,RG_congruent
diamond,,615,1,single,happy,RG_congruent
octagon,,517,1,single,neutral,RG_congruent
triangle,,486,1,single,you,RG_congruent
octagon,rhomboid,457,1,pair,friendneutral,RG_congruent
rhomboid,,486,1,single,friend,RG_congruent
diamond,,566,1,single,happy,RG_congruent
rhomboid,,598,1,single,friend,RG_congruent
diamond,triangle,452,1,pair,youhappy,RG_congruent
octagon,,497,1,single,neutral,RG_congruent
octagon,rhomboid,460,1,pair,friendneutral,RG_congruent
rhomboid,,497,1,single,friend,RG_congruent
triangle,,484,1,single,you,RG_congruent
triangle,diamond,575,1,pair,youhappy,RG_congruent
triangle,,399,1,single,you,RG_congruent
octagon,rhomboid,501,1,pair,friendneutral,RG_congruent
rhomboid,octagon,560,1,pair,friendneutral,RG_congruent
diamond,,536,1,single,happy,RG_congruent
rhomboid,octagon,537,1,pair,friendneutral,RG_congruent
triangle,,410,1,single,you,RG_congruent
triangle,diamond,433,1,pair,youhappy,RG_congruent
triangle,,422,1,single,you,RG_congruent
octagon,,484,1,single,neutral,RG_congruent
diamond,,383,1,single,happy,RG_congruent
octagon,rhomboid,511,1,pair,friendneutral,RG_congruent
octagon,,513,1,single,neutral,RG_congruent
triangle,,564,1,single,you,RG_congruent
diamond,,828,1,single,happy,RG_congruent
diamond,triangle,498,1,pair,youhappy,RG_congruent
diamond,,460,1,single,happy,RG_congruent
rhomboid,,545,1,single,friend,RG_congruent
rhomboid,octagon,554,1,pair,friendneutral,RG_congruent
rhomboid,,411,1,single,friend,RG_congruent
octagon,rhomboid,529,1,pair,friendneutral,RG_congruent
rhomboid,octagon,435,1,pair,friendneutral,RG_congruent
triangle,,408,1,single,you,RG_congruent
rhomboid,,807,1,single,friend,RG_congruent
rhomboid,,373,1,single,friend,RG_congruent
rhomboid,,405,1,single,friend,RG_congruent
diamond,,436,1,single,happy,RG_congruent
diamond,,369,1,single,happy,RG_congruent
triangle,diamond,696,1,pair,youhappy,RG_congruent
diamond,triangle,419,1,pair,youhappy,RG_congruent
rhomboid,,401,1,single,friend,RG_congruent
octagon,,576,1,single,neutral,RG_congruent
triangle,,368,0,single,you,RG_congruent
octagon,,512,1,single,neutral,RG_congruent
octagon,,634,1,single,neutral,RG_congruent
diamond,,407,1,single,happy,RG_congruent
triangle,,470,1,single,you,RG_congruent
octagon,,450,1,single,neutral,RG_congruent
triangle,,334,1,single,you,RG_congruent
triangle,,304,0,single,you,RG_congruent
octagon,rhomboid,490,1,pair,friendneutral,RG_congruent
octagon,,1254,1,single,neutral,RG_congruent
octagon,,361,1,single,neutral,RG_congruent
rhomboid,,362,0,single,friend,RG_congruent
diamond,triangle,483,1,pair,youhappy,RG_congruent
diamond,,798,0,single,happy,RG_congruent
triangle,diamond,700,1,pair,youhappy,RG_congruent
rhomboid,octagon,526,1,pair,friendneutral,RG_congruent
diamond,triangle,536,1,pair,youhappy,RG_congruent
rhomboid,,481,1,single,friend,RG_congruent
triangle,diamond,572,1,pair,youhappy,RG_congruent
diamond,,652,1,single,happy,RG_congruent
octagon,,561,1,single,neutral,RG_congruent
rhomboid,,705,1,single,friend,RG_congruent
rhomboid,,1556,1,single,friend,RG_congruent
rhomboid,,529,1,single,friend,RG_congruent
diamond,,555,1,single,you,RG_congruent
triangle,diamond,564,1,pair,youhappy,RG_congruent
diamond,,497,1,single,you,RG_congruent
rhomboid,octagon,487,1,pair,friendneutral,RG_congruent
diamond,,494,1,single,you,RG_congruent
octagon,,510,0,single,neutral,RG_congruent
diamond,,892,1,single,you,RG_congruent
diamond,,576,1,single,you,RG_congruent
rhomboid,,553,1,single,friend,RG_congruent
octagon,,560,1,single,neutral,RG_congruent
rhomboid,,448,1,single,friend,RG_congruent
rhomboid,,430,0,single,friend,RG_congruent
rhomboid,,707,1,single,friend,RG_congruent
diamond,,529,1,single,you,RG_congruent
octagon,rhomboid,638,1,pair,friendneutral,RG_congruent
triangle,diamond,520,1,pair,youhappy,RG_congruent
octagon,rhomboid,649,1,pair,friendneutral,RG_congruent
rhomboid,octagon,572,1,pair,friendneutral,RG_congruent
triangle,,857,1,single,happy,RG_congruent
triangle,,530,1,single,happy,RG_congruent
diamond,,576,0,single,you,RG_congruent
diamond,triangle,736,1,pair,youhappy,RG_congruent
octagon,,595,1,single,neutral,RG_congruent
triangle,,459,1,single,happy,RG_congruent
diamond,triangle,669,1,pair,youhappy,RG_congruent
rhomboid,octagon,545,1,pair,friendneutral,RG_congruent
triangle,,578,1,single,happy,RG_congruent
diamond,triangle,503,1,pair,youhappy,RG_congruent
rhomboid,,632,1,single,friend,RG_congruent
rhomboid,octagon,649,1,pair,friendneutral,RG_congruent
triangle,diamond,560,1,pair,youhappy,RG_congruent
octagon,rhomboid,554,1,pair,friendneutral,RG_congruent
triangle,,507,1,single,happy,RG_congruent
rhomboid,,542,0,single,friend,RG_congruent
octagon,,530,1,single,neutral,RG_congruent
diamond,,442,0,single,you,RG_congruent
triangle,,519,1,single,happy,RG_congruent
rhomboid,octagon,488,1,pair,friendneutral,RG_congruent
triangle,,582,1,single,happy,RG_congruent
octagon,,590,1,single,neutral,RG_congruent
diamond,,518,1,single,you,RG_congruent
rhomboid,,520,1,single,friend,RG_congruent
diamond,,720,1,single,you,RG_congruent
diamond,triangle,703,1,pair,youhappy,RG_congruent
octagon,,418,1,single,neutral,RG_congruent
diamond,triangle,534,1,pair,youhappy,RG_congruent
triangle,,554,1,single,happy,RG_congruent
octagon,,582,1,single,neutral,RG_congruent
octagon,rhomboid,753,1,pair,friendneutral,RG_congruent
triangle,,565,1,single,happy,RG_congruent
octagon,,659,1,single,neutral,RG_congruent
triangle,diamond,492,1,pair,youhappy,RG_congruent
octagon,rhomboid,593,1,pair,friendneutral,RG_congruent
octagon,,480,1,single,neutral,RG_congruent
triangle,,419,1,single,happy,RG_congruent
octagon,,515,1,single,neutral,RG_congruent
triangle,diamond,513,1,pair,youhappy,RG_congruent
octagon,rhomboid,578,1,pair,friendneutral,RG_congruent
diamond,,597,1,single,you,RG_congruent
diamond,triangle,700,1,pair,youhappy,RG_congruent
triangle,,548,1,single,happy,RG_congruent
rhomboid,octagon,304,1,pair,friendneutral,RG_congruent
diamond,,548,1,single,you,RG_congruent
rhomboid,,567,0,single,friend,RG_congruent
triangle,diamond,765,1,pair,youhappy,RG_congruent
octagon,,522,1,single,neutral,RG_congruent
rhomboid,octagon,415,1,pair,friendneutral,RG_congruent
rhomboid,,397,0,single,friend,RG_congruent
triangle,diamond,306,1,pair,youhappy,RG_congruent
diamond,,382,0,single,you,RG_congruent
rhomboid,,690,1,single,friend,RG_congruent
triangle,,607,1,single,happy,RG_congruent
triangle,diamond,787,1,pair,youhappy,RG_congruent
diamond,triangle,604,1,pair,youhappy,RG_congruent
rhomboid,,491,1,single,friend,RG_congruent
octagon,,581,1,single,neutral,RG_congruent
rhomboid,octagon,409,0,pair,friendneutral,RG_congruent
rhomboid,,835,1,single,friend,RG_congruent
triangle,,623,1,single,happy,RG_congruent
diamond,,562,0,single,you,RG_congruent
diamond,triangle,707,1,pair,youhappy,RG_congruent
diamond,,499,1,single,you,RG_congruent
octagon,rhomboid,514,1,pair,friendneutral,RG_congruent
triangle,,462,1,single,happy,RG_congruent
rhomboid,octagon,668,1,pair,friendneutral,RG_congruent
octagon,,611,1,single,neutral,RG_congruent
octagon,,463,1,single,neutral,RG_congruent
diamond,,739,0,single,you,RG_congruent
octagon,,560,1,single,neutral,RG_congruent
diamond,,867,1,single,you,RG_congruent
rhomboid,,644,1,single,friend,RG_congruent
triangle,,646,1,single,happy,RG_congruent
rhomboid,,670,1,single,friend,RG_congruent
diamond,triangle,723,1,pair,youhappy,RG_congruent
octagon,,620,1,single,neutral,RG_congruent
rhomboid,octagon,756,1,pair,friendneutral,RG_congruent
triangle,,602,1,single,happy,RG_congruent
octagon,,623,1,single,neutral,RG_congruent
diamond,,583,1,single,you,RG_congruent
rhomboid,,653,1,single,friend,RG_congruent
rhomboid,,491,1,single,friend,RG_congruent
octagon,rhomboid,554,1,pair,friendneutral,RG_congruent
triangle,,523,1,single,happy,RG_congruent
octagon,,599,1,single,neutral,RG_congruent
diamond,triangle,734,1,pair,youhappy,RG_congruent
octagon,,596,1,single,neutral,RG_congruent
octagon,,444,1,single,neutral,RG_congruent
triangle,diamond,832,0,pair,youhappy,RG_congruent
rhomboid,,677,1,single,friend,RG_congruent
diamond,,708,1,single,you,RG_congruent
octagon,rhomboid,632,1,pair,friendneutral,RG_congruent
triangle,diamond,532,1,pair,youhappy,RG_congruent
diamond,,699,0,single,you,RG_congruent
triangle,,809,1,single,happy,RG_congruent
octagon,rhomboid,543,1,pair,friendneutral,RG_congruent
triangle,,576,1,single,happy,RG_congruent
triangle,,506,1,single,happy,RG_congruent
rhomboid,,613,1,single,friend,RG_congruent
rhomboid,,652,1,single,friend,RG_congruent
diamond,triangle,572,1,pair,youhappy,RG_congruent
octagon,,616,1,single,neutral,RG_congruent
diamond,,507,1,single,you,RG_congruent
triangle,,492,1,single,happy,RG_congruent
triangle,diamond,591,0,pair,youhappy,RG_congruent
diamond,,645,1,single,you,RG_congruent
octagon,rhomboid,758,1,pair,friendneutral,RG_congruent
octagon,,534,1,single,neutral,RG_congruent
rhomboid,,679,1,single,friend,RG_congruent
diamond,,605,1,single,you,RG_congruent
rhomboid,,686,1,single,friend,RG_congruent
rhomboid,,514,1,single,friend,RG_congruent
diamond,,572,1,single,you,RG_congruent
rhomboid,octagon,570,1,pair,friendneutral,RG_congruent
diamond,,605,1,single,you,RG_congruent
octagon,,597,1,single,neutral,RG_congruent
octagon,rhomboid,633,1,pair,friendneutral,RG_congruent
triangle,,536,1,single,happy,RG_congruent
triangle,diamond,925,1,pair,youhappy,RG_congruent
triangle,diamond,896,1,pair,youhappy,RG_congruent
octagon,,593,1,single,neutral,RG_congruent
octagon,,526,1,single,neutral,RG_congruent
triangle,,518,1,single,happy,RG_congruent
rhomboid,octagon,671,1,pair,friendneutral,RG_congruent
octagon,,632,1,single,neutral,RG_congruent
triangle,,572,1,single,happy,RG_congruent
rhomboid,octagon,630,1,pair,friendneutral,RG_congruent
rhomboid,octagon,504,1,pair,friendneutral,RG_congruent
triangle,,420,1,single,happy,RG_congruent
triangle,,455,1,single,happy,RG_congruent
diamond,triangle,591,1,pair,youhappy,RG_congruent
diamond,,757,1,single,you,RG_congruent
diamond,triangle,585,1,pair,youhappy,RG_congruent
